row_index,title,cleaned_text,skills_technical,skills_soft,skills_tool,skills_domain,skills_certification,all_skills,skill_count
114,2D Animator,animator qualifications years experience animation experience character animation proficient adobe animate flash toon boom harmony strong understanding animation principles good communication problem ,,,Adobe Animate; Flash; Toon Boom Harmony,,,Adobe Animate; Flash; Toon Boom Harmony,3
115,2D Animator,animator red zebra team seasoned industry professionals strong support market experts stable foreign investment launch new product live dealer business roulette blackjack baccarat etc well expand slot,,,,,,,0
116,2D Animator,animator reporting art manager working within multidisciplinary art team looking someone following skills attributes : creating animation setting characters objects spine environment animation creatio,Particle system,,Particle designer; Particle illusion; Magic particles,,,Particle system; Particle designer; Particle illusion; Magic particles,4
117,2D Animator,animator requirements : ability communicate english strong knowledge spine proficiency adobe photoshop knowledge adobe effects versatile portfolio solid knowledge animation principles possession sense,,,Spine; Adobe Photoshop; Adobe Effects,,,Spine; Adobe Photoshop; Adobe Effects,3
118,2D Animator,animator requirements : past experience knowledge creating animations variety styles ability work tight deadlines artist driven collaborative workplace vast knowledge experience spine adobe creative s,,,Spine; Adobe Creative Suite,,,Spine; Adobe Creative Suite,2
119,2D Animator,animator requirements : proven experience adobe cs package effects photoshop premiere years experience animator track record creating appealing animations strong understanding animation principles und,,,Adobe CS; Photoshop; Premiere,,,Adobe CS; Photoshop; Premiere,3
120,2D Animator,animator responsibilities : concept creative compositions animations video ads provided creative briefs storyboard ideas ads able communicate concepts creative team mobile user acquisition video ad cr,,,Premiere Pro,concept design; video ad creation; storyboard,,Premiere Pro; concept design; video ad creation; storyboard,4
121,2D Animator,animator responsibilities : creating high quality animation assets concept finished product social casino games create final assets implementation various states development needs mind working closely,,,,animation principles,,animation principles,1
122,2D Animator,animator responsibilities : creating spine animation effects objects characters backgrounds pop ups ability estimate art tasks meet deadlines understanding preparing animation integration development ,,,Adobe Effects; Spine,,,Adobe Effects; Spine,2
123,2D Animator,animator responsibilities : excited giving life illustrations graphics please drop us line link cv online portfolio animation digital environment responsible assisting execution various marketing obje,,,,motion graphics; marketing objectives,,motion graphics; marketing objectives,2
124,2D Animator,animator responsibilities : study technical documentation learn animation projects consist work photoshop effects creating animation spine able use ready learn short time software : shoebox pyro parti,,,Photoshop; Spine; Maya; AE,character animation,,Photoshop; Spine; Maya; AE; character animation,5
125,2D Animator,animator responsibilities : work closely art director ability receive constructive feedback creating animation effects ability estimate art tasks meet deadlines basic understanding preparing animation,,,Adobe Effects; Spine,,,Adobe Effects; Spine,2
126,2D Animator,animator role description role responsible creating animations game art initial conception storyboarding implementation responsible preparing optimizing assets animation supporting art development tea,,,Spine,storyboarding,,Spine; storyboarding,2
127,2D Animator,animator slotomania biggest development art studio exciting full time opportunity skilled animator based playtika vinnytsia office reporting associate art director vinnytsia animators responsible crea,,,,game art; digital animation,,game art; digital animation,2
128,2D Animator,animator tasks : creation animations games spine : character animation running walking etc animal animation environment animation animating ui elements work artist together creation characters adjust ,,,Spine,character animation; game dev,,Spine; character animation; game dev,3
129,2D Animator,animator animator mainly responsible creating animations understanding design documents characters environmental objects interfaces also involved vfx development creations animator communicate tech ar,,,Unity,vfx development; technical art,,Unity; vfx development; technical art,3
130,2D Animator,animator following skills important us : least years experience similar position game related industry portfolio confident knowledge spine adobe effects strong animation skills ability animate range e,animation,,Adobe Effects,,,Adobe Effects; animation,2
131,2D Animator,animator independent company offering award winning software solutions igaming industry requirements : knowledge ability apply basic principles classical animation confident possession spine ability f,classical animation,,Photoshop,,,Photoshop; classical animation,2
132,2D Animator,animator looking passionate strong middle animator deliver valuable results within innovative rewarding environment impact matters join art team creates animates characters environments fx different s,,,Adobe Effects; Particle Editor; Red Giant; Sapphire; Videocopilot,,,Adobe Effects; Particle Editor; Red Giant; Sapphire; Videocopilot,5
133,2D Animator,animator looking senior animator join new growing team professionals working exclusive interactive project focused online betting talking one biggest online betting platforms world positioned usa chin,,,,,,,0
134,2D Animator,animator responsible animation characters objects creating effects creating animation game interface expect perfect candidate strong experience effects spine photoshop must ability animate characters ,classical animation,,Spine; Photoshop,,,Spine; Photoshop; classical animation,3
135,2D Animator,animator involved stages visual development tools methodology support whole team achieve professional goals enjoy work must : experience creating animations unity experience creating vfx particle syst,particle system; shaders,,Unity; Photoshop; Illustrator,,,Unity; Photoshop; Illustrator; particle system; shaders,5
136,2D Animator,animator years experience spine strong illustration animation skills experienced adobe photoshop effects ability animate range elements characters effects producing lightweight well performing animati,,,Spine; Adobe Photoshop; Adobe Effects,,,Spine; Adobe Photoshop; Adobe Effects,3
137,2D Animator,animator clovertech founded ukraine team experts entertainment software development industry works producing launching products based modern technologies data analytics develop bb solutions entertainm,data analytics,,,,,data analytics,1
